customer_id,first_name,last_name,email,phone,address,city,state,zip,latitude,longitude,birth_date,gender,loyalty_tier,signup_date,marketing_opt_in,home_store_id
C000017,Morgan,Zhang,morgan.zhang17@example.com,(292) 557-3592,9805 Foster Avenue,Brooklyn,NY,11236,40.648926,-73.90479,1964-01-02,,None,2023-08-24,True,S0001
C000018,Elliot,Clark,elliot.clark18@example.com,(410) 508-4730,195-19 119Th Avenue,St. Albans,NY,11412,40.690498,-73.755333,1993-04-15,,None,2024-06-01,False,S0001
C000019,Logan,Lee,logan.lee19@example.com,(290) 520-5876,7 West 36Th Street,New York,NY,10018,40.749934,-73.984094,1997-04-16,,None,2024-02-15,False,S0001
C000020,Sage,Lopez,sage.lopez20@example.com,(499) 877-4326,653 East 108Th Street,Brooklyn,NY,11236,40.651048,-73.894917,1973-07-22,,None,2024-08-13,True,S0001
C000021,Logan,Perez,logan.perez21@example.com,(818) 377-9943,567 Flatbush Avenue,Brooklyn,NY,11225,40.659842,-73.960576,1974-06-12,,None,2024-08-18,False,S0001
C000022,Rowan,Brown,rowan.brown22@example.com,(714) 872-7497,70-02 Parsons Blvd,Fresh Meadows,NY,11365,40.732106,-73.810797,1954-05-01,,None,2024-04-06,True,S0001
C000023,Sage,Garcia,sage.garcia23@example.com,(531) 415-9199,7007 13Th Avenue,Brooklyn,NY,11228,40.623033,-74.004582,1977-10-27,,None,2023-12-22,False,S0001
C000024,Logan,Smith,logan.smith24@example.com,(245) 343-5047,1399 Nostrand Ave,Brooklyn,NY,11226,40.652314,-73.949722,1951-08-27,,Silver,2024-03-17,True,S0001
C000025,Logan,Khan,logan.khan25@example.com,(926) 902-7985,1027 Fairfield Avenue,Bridgeport,CT,06605,,,2001-09-15,,None,2024-05-25,False,S0001
C000026,Harper,Wilson,harper.wilson26@example.com,(732) 571-9604,"2152 Ralph Avenue, # 529",Brooklyn,NY,11234,40.62526,-73.917879,1994-05-13,,Silver,2024-02-24,True,S0001
C000027,Avery,Davis,avery.davis27@example.com,(704) 274-9370,111 Town Square Place,Jersey City,NJ,07310,,,1999-04-18,,Gold,2023-09-19,False,S0001
C000028,Drew,Lopez,drew.lopez28@example.com,(380) 394-7546,2798 Randall Ave,Bronx,NY,10465,40.824418,-73.825327,1963-01-02,,None,2023-07-09,True,S0001
C000029,Avery,Zhang,avery.zhang29@example.com,(461) 294-9271,408 Elkewood Terrace,Englewood,NJ,07631,,,2007-02-12,,Silver,2023-12-29,False,S0001
C000030,Drew,Garcia,drew.garcia30@example.com,(633) 405-5695,144 President Street,Brooklyn,NY,11231,40.683092,-74.001118,1978-10-06,,None,2024-03-17,False,S0001
C000031,Parker,Clark,parker.clark31@example.com,(601) 657-3877,"48 Wall Street, Suite 1100",New York,NY,10005,40.706331,-74.009396,2004-04-14,,Silver,2023-10-08,True,S0001
C000032,Rowan,Hernandez,rowan.hernandez32@example.com,(454) 387-2574,3611 Henry Hudson Parkway,Bronx,NY,10463,40.887354,-73.912142,1959-06-13,,None,2024-07-05,True,S0001
C000033,Morgan,Gonzalez,morgan.gonzalez33@example.com,(914) 246-5942,30 Vincent St,Newark,NJ,07105,,,2009-07-19,,None,2024-03-31,True,S0001
C000034,Quinn,Lopez,quinn.lopez34@example.com,(548) 764-1652,120 Orient Avenue,Jersey City,NJ,07305,,,1959-03-12,,None,2023-08-10,False,S0001
C000035,Alex,Rodriguez,alex.rodriguez35@example.com,(857) 991-3574,470 Lenox Avenue,New York,NY,10037,40.813008,-73.94165,2006-01-24,,Silver,2024-02-06,True,S0001
C000036,Quinn,Hernandez,quinn.hernandez36@example.com,(298) 849-7578,1115 Broadway,New York,NY,10010,40.742916,-73.989185,2002-09-16,,None,2024-02-28,True,S0001
C000037,Sage,Brown,sage.brown37@example.com,(657) 326-9172,129-21 154Th Street,Jamaica,NY,11434,40.673428,-73.784445,1980-05-11,,Silver,2024-07-30,True,S0001
C000038,Drew,Wilson,drew.wilson38@example.com,(574) 755-8598,1772 Oak Tree Road,Edison,NJ,08820,,,1971-09-13,,None,2024-07-07,True,S0001
C000039,Jordan,Martinez,jordan.martinez39@example.com,(709) 297-2097,10 Madison Rd,Fairfield,NJ,07004,,,1982-10-06,,None,2023-10-12,True,S0001
C000040,Taylor,Hernandez,taylor.hernandez40@example.com,(386) 732-9222,240 W 37Th St Suite 402,New York,NY,10018,40.753409,-73.990486,2001-03-04,,Silver,2024-07-04,False,S0001
C000041,Parker,Martinez,parker.martinez41@example.com,(419) 992-9111,138-46 Brookville Blvd,Rosedale,NY,11422,40.667219,-73.737748,1979-05-29,,None,2023-07-02,False,S0001
C000042,Rowan,Lopez,rowan.lopez42@example.com,(800) 363-4866,593 Ringwood Avenue,Wanaque,NJ,07465,,,1996-05-25,,Silver,2023-10-08,True,S0001
C000043,Riley,Lee,riley.lee43@example.com,(264) 296-3156,1733 East Gun Hill Road,Bronx,NY,10469,40.865127,-73.83598,1964-11-07,,None,2023-11-03,True,S0001
C000044,Harper,Brown,harper.brown44@example.com,(259) 976-1963,6535 Broadway,Bronx,NY,10471,40.906601,-73.896517,1965-02-19,,Gold,2024-03-02,False,S0001
C000045,Parker,Khan,parker.khan45@example.com,(694) 859-3077,7621 10 Avenue,Brooklyn,NY,11228,40.623521,-74.014824,1983-08-26,,None,2023-12-12,True,S0001
C000046,Riley,Davis,riley.davis46@example.com,(888) 326-1737,22-20 47Th Street,Astoria,NY,11105,40.769321,-73.902384,1990-11-26,,Platinum,2024-08-14,False,S0001
C000047,Sage,Khan,sage.khan47@example.com,(429) 813-8110,8821 Burdette Pl,Jamica,NY,11432,40.705913,-73.80285,2003-04-21,,None,2024-06-21,True,S0001
C000048,Parker,Kim,parker.kim48@example.com,(329) 661-9508,7612 Bergenline Avenue,North Bergen,NJ,07047,,,1950-02-25,,None,2023-10-03,True,S0001
C000049,Harper,Hernandez,harper.hernandez49@example.com,(464) 364-4714,100-10 91St Avenue,Richmond Hill,NY,11418,40.69146,-73.84491,1973-08-21,,Platinum,2023-09-03,True,S0001
C000050,Harper,Davis,harper.davis50@example.com,(582) 435-1398,498 Seventh Ave,New York,NY,10018,40.752808,-73.98932,2002-04-15,,None,2024-01-26,True,S0001
C000051,Jordan,Gonzalez,jordan.gonzalez51@example.com,(403) 854-7242,104 Surrey Lane,River Edge,NJ,07661,,,1985-12-02,,Gold,2024-03-31,False,S0001
C000052,Casey,Perez,casey.perez52@example.com,(238) 727-7667,666 Plainsboro Road,Plainsboro,NJ,08536,,,1968-11-06,,Silver,2023-10-24,True,S0001
C000053,Sam,Hernandez,sam.hernandez53@example.com,(880) 388-7929,41 Union Square West,New York,NY,10003,40.736976,-73.990452,1981-04-23,,Silver,2024-07-02,True,S0001
C000054,Skyler,Rodriguez,skyler.rodriguez54@example.com,(667) 654-3394,"405 Lexington Avenue, Floors 9",New York,NY,10174,40.751823,-73.97576,1993-09-18,,Silver,2023-10-10,False,S0001
C000055,Casey,Perez,casey.perez55@example.com,(483) 284-9994,196 Covert Street,Brooklyn,NY,11207,40.690011,-73.908655,1986-09-20,,None,2024-01-23,True,S0001
C000056,Rowan,Hernandez,rowan.hernandez56@example.com,(593) 253-9670,85-21 114Th Street,Richmond Hill,NY,11418,40.701176,-73.836268,1969-10-30,,None,2023-08-31,False,S0001
C000057,Riley,Kim,riley.kim57@example.com,(590) 990-3475,1222 Flatbush Ave,Brooklyn,NY,11226,40.640303,-73.95545,1959-09-06,,Silver,2024-04-30,True,S0001
C000058,Skyler,Lopez,skyler.lopez58@example.com,(618) 908-2364,2929 Third Avenue,Bronx,NY,10452,40.817452,-73.915706,1950-03-22,,Silver,2024-04-04,False,S0001
C000059,Jamie,Brown,jamie.brown59@example.com,(333) 886-3374,1648 Amsterdam Avenue,New York,NY,10031,40.823038,-73.949221,2005-09-16,,None,2024-04-10,False,S0001
C000060,Cameron,Nguyen,cameron.nguyen60@example.com,(782) 915-5214,1441 Broadway,New York,NY,10018,40.754707,-73.986753,1981-09-30,,None,2023-07-17,False,S0001
C000061,Cameron,Lee,cameron.lee61@example.com,(480) 453-2850,547 West 27Th Street,New York,NY,10001,40.750884,-74.003912,1970-05-27,,None,2023-08-29,True,S0001
C000062,Jamie,Rodriguez,jamie.rodriguez62@example.com,(649) 245-2199,1375 Chopsey Hill Drive,Bridgeport,CT,06606,,,2000-08-10,,None,2024-05-20,False,S0001
C000063,Jordan,Chen,jordan.chen63@example.com,(671) 930-8583,121 Lancaster Road,Freehold,NJ,07728,,,1970-09-29,,Silver,2024-04-26,False,S0001
C000064,Rowan,Khan,rowan.khan64@example.com,(797) 226-8612,92-29 Lamont Ave Apt 3H,Elmhurst,NY,11373,40.745259,-73.873237,1950-01-18,,None,2024-07-30,False,S0001
C000065,Skyler,Clark,skyler.clark65@example.com,(921) 394-3291,3898 Sedgwick Ave,Bronx,NY,10463,40.882708,-73.893068,1969-11-01,,Silver,2023-10-09,False,S0001
C000066,Sage,Kim,sage.kim66@example.com,(482) 542-6560,400 East 56Th Street,New York,NY,10022,40.757576,-73.963283,1994-02-06,,None,2024-07-30,False,S0001
C000067,Sam,Khan,sam.khan67@example.com,(553) 942-1088,72-20 48Th Avenue,Woodside,NY,11377,40.738257,-73.891849,1987-03-11,,Silver,2023-11-16,True,S0001
C000068,Taylor,Lopez,taylor.lopez68@example.com,(765) 783-4366,11 Mott St,New York,NY,10013,40.714066,-73.998737,1950-03-12,,None,2024-02-16,True,S0001
C000069,Jordan,Wang,jordan.wang69@example.com,(742) 364-3468,45-36 37Th Street,Long Island City,NY,11101,40.743328,-73.928167,1984-11-09,,None,2024-04-30,True,S0001
C000070,Rowan,Gonzalez,rowan.gonzalez70@example.com,(698) 509-9188,53 Us Highway 206,Stanhope,NJ,07874,,,2003-04-01,,Silver,2024-07-26,True,S0001
C000071,Jordan,Zhang,jordan.zhang71@example.com,(497) 401-1264,335 Madison Avenue,New York,NY,10017,40.753715,-73.9786,1963-06-24,,Gold,2023-07-11,False,S0001
C000072,Sam,Garcia,sam.garcia72@example.com,(555) 763-9406,2825 Third Street,Bronx,NY,10455,,,1961-04-02,,None,2023-09-01,True,S0001
C000073,Cameron,Kim,cameron.kim73@example.com,(308) 783-4787,2955 Middletown Avenue,Bronx,NY,10461,,,1962-05-14,,Silver,2023-11-28,True,S0001
C000074,Parker,Smith,parker.smith74@example.com,(468) 881-7644,1682 Seward Avenue,Bronx,NY,10473,40.818369,-73.86895,1974-04-01,,None,2024-07-30,True,S0001
C000075,Sage,Nguyen,sage.nguyen75@example.com,(258) 924-4858,464 Prospect Avenue,Brooklyn,NY,11215,40.659323,-73.982584,1979-07-27,,Silver,2023-10-11,True,S0001
C000076,Rowan,Gonzalez,rowan.gonzalez76@example.com,(890) 721-3975,125 Park Ave 25Fl,New York,NY,10017,40.751681,-73.977677,1956-01-06,,None,2024-08-17,True,S0001
C000077,Rowan,Chen,rowan.chen77@example.com,(281) 416-9271,409 Tompkin Avenue,Brooklyn,NY,11216,,,1951-03-24,,None,2023-09-18,True,S0001
C000078,Rowan,Davis,rowan.davis78@example.com,(307) 942-9966,30 Broad Street,New York,NY,10004,40.70618,-74.01125,1955-11-18,,None,2023-12-14,False,S0001
C000079,Elliot,Clark,elliot.clark79@example.com,(345) 758-2038,"440 Park Avenue South, 15Th Floor",New York,NY,10016,40.744471,-73.983251,1952-03-30,,None,2023-11-11,False,S0001
C000080,Sage,Garcia,sage.garcia80@example.com,(622) 914-8546,21-05 30 Drive,Astoria,NY,11102,40.768143,-73.928931,1955-10-25,,Silver,2023-10-21,False,S0001
C000081,Morgan,Kim,morgan.kim81@example.com,(413) 463-1535,25514 Francis Lewis Blvd,Rosedale,NY,11422,40.659673,-73.730342,1968-09-18,,Silver,2023-07-22,True,S0001
C000082,Logan,Hernandez,logan.hernandez82@example.com,(418) 910-2406,134-61 175Th Street Bsmt,Jamaica,NY,11434,40.67383,-73.766332,1970-10-25,,Gold,2024-05-22,False,S0001
C000083,Reese,Brown,reese.brown83@example.com,(923) 993-9670,545 West 7Th Avenue,Roselle,NJ,07203,,,1966-08-07,,Silver,2023-07-19,False,S0001
C000084,Parker,Patel,parker.patel84@example.com,(274) 502-8362,773 Macon Street,Brooklyn,NY,11233,40.684401,-73.920817,1984-10-02,,None,2023-07-08,True,S0001
C000085,Skyler,Rodriguez,skyler.rodriguez85@example.com,(398) 717-4427,175-11 148Th Road,Jamaica,NY,11434,40.658697,-73.770188,1989-12-10,,Gold,2024-05-02,False,S0001
C000086,Alex,Hernandez,alex.hernandez86@example.com,(759) 277-5750,1503 Royce Street,Brooklyn,NY,11234,40.623616,-73.907791,1988-01-02,,Silver,2024-07-01,False,S0001
C000087,Sam,Nguyen,sam.nguyen87@example.com,(369) 220-4068,495 Flatbush Avenue,Brooklyn,NY,11225,40.662162,-73.961739,1979-01-09,,Silver,2023-12-13,True,S0001
C000088,Casey,Hernandez,casey.hernandez88@example.com,(420) 591-4873,392 Prospect Avenue,Brooklyn,NY,11215,40.660847,-73.985107,1977-03-11,,Gold,2023-12-21,False,S0001
C000089,Avery,Lopez,avery.lopez89@example.com,(917) 283-7028,5410 Edgewater Ave,Ventnor,NJ,08406,,,1990-08-20,,Silver,2023-12-30,False,S0001
C000090,Cameron,Gonzalez,cameron.gonzalez90@example.com,(608) 839-3457,224-11 Braddock Ave,Queens Village,NY,11428,40.727913,-73.733479,1954-08-28,,None,2023-11-01,True,S0001
C000091,Jamie,Lopez,jamie.lopez91@example.com,(261) 231-9344,242 Union Avenue,Somerville,NJ,08876,,,1967-11-10,,Silver,2024-05-15,True,S0001
C000092,Jamie,Gonzalez,jamie.gonzalez92@example.com,(676) 673-6925,1185 Bronx River Avenue,Bronx,NY,10472,40.827716,-73.883172,1954-02-17,,Silver,2024-01-04,False,S0001
C000093,Harper,Khan,harper.khan93@example.com,(692) 805-8604,2883 Dill Place,Bronx,NY,10465,40.82664,-73.822702,1979-08-13,,Silver,2023-12-03,True,S0001
C000094,Parker,Perez,parker.perez94@example.com,(770) 354-7401,"26 Court Street, Suite 409",Brooklyn,NY,11215,40.693244,-73.99066,1991-01-22,,Silver,2023-07-07,True,S0001
C000095,Harper,Lopez,harper.lopez95@example.com,(230) 293-4239,5022 Avenue,Brooklyn,NY,11203,,,1951-07-10,,None,2024-03-25,True,S0001
C000096,Drew,Nguyen,drew.nguyen96@example.com,(478) 797-9496,37 Clover Hill Road,Colts Neck,NJ,07722,,,1972-02-07,,None,2023-08-24,False,S0001
C000097,Sage,Kim,sage.kim97@example.com,(673) 726-3514,6832 Clyde Street,Forest Hills,NY,11375,40.720536,-73.851624,1975-01-17,,Silver,2023-08-27,True,S0001
C000098,Riley,Brown,riley.brown98@example.com,(497) 798-5115,36-56 34Th Street,Long Island City,NY,11106,40.754496,-73.928148,1993-11-02,,Gold,2024-06-28,True,S0001
C000099,Cameron,Wang,cameron.wang99@example.com,(523) 641-2160,3040 Hone Avenue,Bronx,NY,10469,40.870291,-73.857571,1967-09-30,,None,2023-10-29,False,S0001
C000100,Sage,Patel,sage.patel100@example.com,(865) 779-2953,2675 Henry Hudson Parkway,New York,NY,10463,40.881081,-73.917882,1990-07-26,,Platinum,2024-06-30,True,S0001
C000101,Rowan,Khan,rowan.khan101@example.com,(674) 488-2132,69 Van Dam Street,Brooklyn,NY,11222,40.727084,-73.937139,1957-07-15,,Silver,2024-07-20,True,S0001
C000102,Jordan,Patel,jordan.patel102@example.com,(318) 445-3070,"2 W. 46Th St, Ste 909",New York,NY,10036,40.756227,-73.979516,1969-07-24,,Silver,2024-01-05,False,S0001
C000103,Drew,Perez,drew.perez103@example.com,(909) 298-7329,475 Park Avenue South,New York,NY,10016,40.745646,-73.982378,1968-12-25,,Silver,2024-04-29,False,S0001
C000104,Quinn,Rodriguez,quinn.rodriguez104@example.com,(504) 827-5695,2050 Route 27,North Brunswick,NJ,08902,,,1955-09-08,,None,2023-09-13,False,S0001
C000105,Parker,Garcia,parker.garcia105@example.com,(783) 641-2960,3184 Grand Concourse,Bronx,NY,10458,40.876489,-73.885687,1961-08-03,,None,2023-09-28,True,S0001
C000106,Reese,Perez,reese.perez106@example.com,(285) 406-5656,169 Cypress Avenue,Bronx,NY,10454,40.803901,-73.91573,1995-04-08,,Silver,2024-04-01,False,S0001
C000107,Riley,Perez,riley.perez107@example.com,(887) 615-8994,767 Blake Avenue,Brooklyn,NY,11207,40.668514,-73.890307,1974-03-11,,Silver,2023-09-15,True,S0001
C000108,Casey,Brown,casey.brown108@example.com,(666) 703-7656,1033 86Th Street,Brooklyn,NY,11228,40.617443,-74.019494,2007-03-04,,None,2023-12-14,True,S0001
C000109,Sage,Perez,sage.perez109@example.com,(242) 274-6662,440 Sylvan Avenue,Englewood Cliffs,NJ,07632,,,1970-01-20,,None,2024-05-05,False,S0001
C000110,Logan,Wilson,logan.wilson110@example.com,(398) 859-1027,646 Coney Island Avenue,Brooklyn,NY,11218,40.641589,-73.969466,1962-07-01,,None,2023-07-26,True,S0001
C000111,Skyler,Hernandez,skyler.hernandez111@example.com,(394) 413-3489,817 Foster Avenue,Brooklyn,NY,11230,40.631395,-73.968671,1999-04-16,,Silver,2024-08-16,False,S0001
C000112,Morgan,Nguyen,morgan.nguyen112@example.com,(835) 666-6600,590 Flatbush Avenue,Brooklyn,NY,11225,40.659126,-73.960552,1989-01-28,,None,2024-02-28,False,S0001
C000113,Alex,Garcia,alex.garcia113@example.com,(527) 638-2191,513 Cookman Avenue,Asbury Park,NJ,07712,,,1968-09-01,,None,2024-08-24,True,S0001
C000114,Reese,Gonzalez,reese.gonzalez114@example.com,(273) 395-3799,1108 Cortelyou Road,Brooklyn,NY,11226,40.639725,-73.96773,1963-02-17,,None,2023-08-04,True,S0001
C000115,Jamie,Smith,jamie.smith115@example.com,(212) 382-6546,1295 5Th Avenue,New York,NY,10029,40.797152,-73.949013,1974-08-04,,Silver,2024-03-19,True,S0001
C000116,Jamie,Lopez,jamie.lopez116@example.com,(386) 969-2821,1645 Jericho Turnpike,Queens,NY,11040,,,1969-04-13,,None,2024-03-01,False,S0001
C000117,Cameron,Perez,cameron.perez117@example.com,(715) 510-2512,65 Bleecker Street,New York,NY,10012,40.726204,-73.995173,1954-12-21,,None,2023-10-13,False,S0001
C000118,Rowan,Lopez,rowan.lopez118@example.com,(878) 614-2960,157 Columbus Avenue,New York,NY,10023,40.774318,-73.981038,1961-09-22,,Gold,2024-04-05,False,S0001
C000119,Jamie,Chen,jamie.chen119@example.com,(768) 812-6768,674 E 180 St,Bronx,NY,10457,40.848406,-73.889411,1964-12-23,,None,2024-02-21,False,S0001
C000120,Sam,Nguyen,sam.nguyen120@example.com,(821) 429-7681,88 Central Park West,New York,NY,10023,40.774191,-73.977449,1994-06-04,,Silver,2024-01-28,False,S0001
C000121,Morgan,Khan,morgan.khan121@example.com,(288) 334-3926,335 36Th Street,Brooklyn,NY,11232,40.655078,-74.00568,2001-10-08,,Silver,2024-06-08,True,S0001
C000122,Harper,Hernandez,harper.hernandez122@example.com,(731) 814-9099,141 Flushing Avenue Suite 1203,Brooklyn,NY,11205,40.697858,-73.970987,2008-01-29,,None,2023-11-28,False,S0001
C000123,Morgan,Lopez,morgan.lopez123@example.com,(385) 398-6158,200 Blue Heron Drive,Secaucus,NJ,07094,,,1978-01-16,,None,2024-03-17,True,S0001
C000124,Harper,Davis,harper.davis124@example.com,(340) 244-4616,827 Underhill Avenue,Bronx,NY,10473,40.822492,-73.860379,1965-09-10,,None,2024-03-25,True,S0001
C000125,Quinn,Clark,quinn.clark125@example.com,(581) 708-4483,373 Broadway,New York,NY,10013,40.717799,-74.00325,1954-03-05,,Silver,2023-12-05,False,S0001
C000126,Riley,Kim,riley.kim126@example.com,(704) 887-1476,263 Center Avenue,Westwood,NJ,07675,,,1991-04-05,,Silver,2024-02-25,True,S0001
C000127,Morgan,Rodriguez,morgan.rodriguez127@example.com,(706) 365-4348,1787 Madison Avenue,New York,NY,10035,40.800833,-73.944218,2008-06-25,,Silver,2024-02-04,False,S0001
C000128,Harper,Chen,harper.chen128@example.com,(322) 914-7796,4 Ethel Road Suite 403 B,Edison,NJ,08817,,,1976-07-16,,Silver,2024-01-16,True,S0001
C000129,Sam,Clark,sam.clark129@example.com,(902) 611-7434,237 West 35Th Street,New York,NY,10001,40.752152,-73.991287,1986-07-06,,None,2024-05-08,True,S0001
C000130,Alex,Clark,alex.clark130@example.com,(926) 787-5666,114-04 Farmers Blvd,St. Albans,NY,11412,40.697841,-73.762234,1979-10-06,,None,2023-12-11,True,S0001
C000131,Riley,Hernandez,riley.hernandez131@example.com,(821) 773-1043,50 East Palisade Avenue,Englewood,NJ,07631,,,1989-09-01,,None,2024-01-10,True,S0001
C000132,Harper,Lee,harper.lee132@example.com,(747) 537-7907,8-63 Astoria Blvd,Astoria,NY,11102,40.772116,-73.930674,1984-07-12,,Silver,2024-02-11,False,S0001
C000133,Sam,Clark,sam.clark133@example.com,(685) 404-8459,"45 Rockefeller Pl, 20Th Floor",New York,NY,10111,,,1969-09-01,,Gold,2024-05-24,False,S0001
C000134,Harper,Davis,harper.davis134@example.com,(744) 301-7463,96 Sterling Street,Brooklyn,NY,11225,40.662666,-73.958142,1970-04-08,,Gold,2023-09-27,False,S0001
C000135,Sage,Zhang,sage.zhang135@example.com,(790) 250-3777,2043 Seagirt Blvd.,Far Rockaway,NY,11691,40.595217,-73.756266,2007-04-12,,None,2023-07-04,False,S0001
C000136,Jordan,Zhang,jordan.zhang136@example.com,(421) 243-8426,361 State Route 31,Flemington,NJ,08822,,,1989-02-03,,None,2023-10-27,True,S0001
C000137,Jamie,Rodriguez,jamie.rodriguez137@example.com,(291) 913-4441,236 Northampton Drive,Willingboro,NJ,08046,,,1955-10-25,,None,2023-11-27,True,S0001
C000138,Avery,Davis,avery.davis138@example.com,(887) 565-5570,86-72 208Th Street,Queens Village,NY,11427,40.723763,-73.759879,1951-09-22,,None,2024-02-15,False,S0001
C000139,Quinn,Lopez,quinn.lopez139@example.com,(370) 626-6672,36 Troy Ave,Brooklyn,NY,11213,40.67841,-73.935779,2007-12-14,,Silver,2023-09-27,False,S0001
C000140,Morgan,Wang,morgan.wang140@example.com,(519) 919-4552,1963 Wallace Avenue,Bronx,NY,10462,40.849253,-73.864718,1976-01-11,,None,2023-08-30,False,S0001
C000141,Cameron,Rodriguez,cameron.rodriguez141@example.com,(695) 873-1047,23-04 30Th Drive,Astoria,NY,11102,40.767476,-73.927542,1984-05-24,,None,2023-07-26,True,S0001
C000142,Skyler,Patel,skyler.patel142@example.com,(775) 555-8777,1 Cross Island Plaza,Rosedale,NY,11422,40.673722,-73.732279,2002-10-04,,Silver,2023-07-17,True,S0001
C000143,Jamie,Perez,jamie.perez143@example.com,(509) 475-7222,7 Oak Place,Montclair,NJ,07042,,,2006-08-27,,None,2023-10-21,True,S0001
C000144,Elliot,Wilson,elliot.wilson144@example.com,(375) 835-1810,25211 Elkmont Ave,Bellerose,NY,11426,40.74617,-73.71944,1958-04-06,,None,2023-07-15,True,S0001
C000145,Alex,Martinez,alex.martinez145@example.com,(854) 552-9392,150 River Road,Montville,NJ,07045,,,2002-04-24,,Platinum,2024-03-25,True,S0001
C000146,Casey,Hernandez,casey.hernandez146@example.com,(645) 534-4855,7045 65Th Place 1L,Glendale,NY,11385,40.703315,-73.890128,1950-11-18,,Silver,2023-10-04,False,S0001
C000147,Alex,Garcia,alex.garcia147@example.com,(347) 419-7451,15-20 College Point Blvd,College Point,NY,11356,40.784039,-73.845828,2004-09-25,,Silver,2023-08-10,True,S0001
C000148,Parker,Nguyen,parker.nguyen148@example.com,(212) 858-4287,22-57 41St Street,Astoria,NY,11105,40.771361,-73.906514,1956-02-01,,Gold,2023-11-06,True,S0001
C000149,Reese,Hernandez,reese.hernandez149@example.com,(666) 681-7695,272 Manhattan Ave,New York,NY,10026,40.802031,-73.959,1954-11-19,,None,2024-05-12,True,S0001
C000150,Logan,Zhang,logan.zhang150@example.com,(915) 927-3452,1925 7Th Avenue,New York,NY,10026,40.803434,-73.952361,2007-12-30,,Silver,2024-07-31,False,S0001
C000151,Sam,Clark,sam.clark151@example.com,(835) 918-3325,769 Linden Blvd,Brooklyn,NY,11203,40.653863,-73.929748,1980-06-14,,Silver,2023-08-19,True,S0001
C000152,Cameron,Nguyen,cameron.nguyen152@example.com,(753) 428-5014,128-12 235 Street,Rosedale,NY,11422,40.682122,-73.731499,1960-04-12,,None,2023-10-30,False,S0001
C000153,Rowan,Martinez,rowan.martinez153@example.com,(498) 208-4164,1 Washington Park,Newark,NJ,07102,,,1986-02-07,,None,2024-04-15,False,S0001
